iter	RMSE
174	0.03208922802
175	0.03207248831
176	0.03202083824
177	0.03199311535
178	0.03196745721
179	0.03192558514
180	0.03190140542
181	0.03189485165
182	0.03187872449
183	0.03186710413
184	0.03183319935
185	0.03177511017
186	0.03174609441
187	0.03170839514
188	0.03170291583
189	0.03169219201
190	0.03169107103
191	0.03169014186
192	0.03164629836
193	0.03161999159
194	0.03155906928
195	0.03154215917
196	0.03150807111
197	0.03150127903
198	0.03147359128
199	0.03144313364
200	0.03144141039
201	0.03143985073
202	0.03140809576
203	0.03138693944
204	0.03137350887
205	0.03134749601
206	0.03134702641
207	0.03132979407
208	0.03132934654
209	0.03132375506
210	0.03126187899
211	0.0312499843
212	0.0312333553
213	0.03123110608
214	0.03119016339
215	0.03116743921
216	0.03112852043
217	0.0310906425
218	0.03108972999
219	0.0310590964
220	0.03103847276
221	0.0309926228
222	0.03098284825
223	0.0309819305
224	0.03094186252
225	0.03092028109
226	0.03091459824
227	0.03090884599
228	0.0308764102
229	0.03083946776
230	0.03083470313
231	0.03079131003
232	0.03079059608
233	0.03079025412
234	0.0307559854
235	0.03073174145
236	0.03070724212
237	0.03069721147
238	0.03066866672
239	0.03064532133
240	0.03061022049
241	0.03059358836
242	0.03057405931
243	0.030516805
244	0.03049030875
245	0.03047076654
246	0.03045198904
247	0.03044540448
248	0.0304390313
249	0.0304297772
250	0.03039407852
251	0.03035397668
252	0.03031703067
253	0.03030960736
254	0.03029682778
255	0.03028418108
256	0.03028350276
257	0.03023605302
258	0.03022319404
259	0.0302105688
260	0.03017431224
261	0.03014626562
262	0.0301456786
263	0.0301084299
264	0.03009224612
265	0.03005509533
266	0.03004097009
267	0.0300235752
268	0.02999398547
269	0.02999370834
270	0.02998565069
271	0.02996609012
272	0.02995166445
273	0.029909643
274	0.02989593967
275	0.02989223986
276	0.02988344493
277	0.02987126087
278	0.02984413856
279	0.02984280017
280	0.02981325823
281	0.02980197198
282	0.02979137389
283	0.02975946047
284	0.02975724419
285	0.02974671649
286	0.02973747723
287	0.02971830179
288	0.02970966187
289	0.02970413719
290	0.02969362643
291	0.02967397672
292	0.02964318896
293	0.02960770543
294	0.02959451128
295	0.02958913055
296	0.02956668011
297	0.02956584891
298	0.02956434691
299	0.02953782898
300	0.02953141096
301	0.02953117513
302	0.02952404288
303	0.0295150103
304	0.02949800381
305	0.02948599752
306	0.02948052831
307	0.02944813679
308	0.02944702753
309	0.02944584633
310	0.02943355759
311	0.02942375905
312	0.02938706247
313	0.02936027456
314	0.02935533045
315	0.02934794584
316	0.02933482472
317	0.02931936496
318	0.02931809161
319	0.02931065073
320	0.02930351853
321	0.029283006
322	0.02925736363
323	0.02924590536
324	0.02920854345
325	0.02918106278
326	0.02918085889
327	0.02916124681
328	0.02916071602
329	0.02911687048
330	0.02910892332
331	0.02909805834
332	0.02907573949
333	0.02906784642
334	0.02905906191
335	0.02905796331
336	0.02905185851
337	0.02904349796
338	0.02902350682
339	0.02901977034
340	0.02901484817
341	0.02900142577
342	0.02898840183
343	0.02896353756
344	0.0289574704
345	0.02895084539
346	0.028943869
347	0.02894272342
348	0.02892483002
349	0.02892416128
350	0.02891943008
351	0.02891592231
352	0.02891575465
353	0.02888964447
354	0.02885786206
355	0.02885734612
356	0.02885371931
357	0.02885356278
358	0.028844635
359	0.02884448208
360	0.02882837643
361	0.02879908811
362	0.02878409616
363	0.02878002654
364	0.0287616263
365	0.02874872462
366	0.02872062103
367	0.02871419964
368	0.02871415863
369	0.02871219125
370	0.02869548121
371	0.02867531933
372	0.028642681
373	0.02864251673
374	0.02862025101
375	0.02859436216
376	0.02858314133
377	0.02858057961
378	0.02856594849
379	0.02854013789
380	0.02853258265
381	0.02852773291
382	0.02852220093
383	0.0285061093
384	0.02849827007
385	0.02846533243
386	0.0284551982
387	0.02843895689
388	0.02842357699
389	0.02841785937
390	0.0284119465
391	0.02841190907
392	0.02838746202
393	0.02837383538
394	0.02836160836
395	0.02835709385
396	0.028354926
397	0.02833558936
398	0.02832387889
399	0.02832293572
400	0.02829800094
401	0.02829738052
402	0.02827713562
403	0.02825460114
404	0.02823275105
405	0.02822279717
406	0.02821289878
407	0.02821028409
408	0.02818394653
409	0.02818383194
410	0.02816307037
411	0.02816286316
412	0.02814545852
413	0.02811623861
414	0.02810655876
415	0.02810094142
416	0.02809330832
417	0.02809318974
418	0.02809306607
419	0.02808779813
420	0.02808766879
421	0.02807547252
422	0.02806546077
423	0.02805590735
424	0.02803674205
425	0.02803102968
426	0.02802694071
427	0.02802316414
428	0.02800399138
429	0.02797986838
430	0.02797681705
431	0.02797518567
432	0.0279751511
433	0.0279649154
434	0.02792961036
435	0.02791888267
436	0.02791140258
437	0.02789911662
438	0.02788982912
439	0.02788272765
440	0.02787357913
441	0.02787350805
442	0.02787339636
443	0.02786683024
444	0.02785988006
445	0.02785424037
446	0.02785247701
447	0.02785235548
448	0.02783560689
449	0.02782297744
450	0.02781108994
451	0.02781101005
452	0.02781089372
453	0.02777028612
454	0.02776073635
455	0.02774049258
456	0.02772992576
457	0.02771881152
458	0.0276982161
459	0.02769400616
460	0.02767846784
461	0.02767839126
462	0.02766938898
463	0.02764752869
464	0.02763559168
465	0.02763041803
466	0.02762630369
467	0.02760578041
468	0.02759710367
469	0.02757202705
470	0.02757011018
471	0.02755923163
472	0.02755720097
473	0.02755100334
474	0.02753602591
475	0.02753598422
476	0.02750397618
477	0.02749823132
478	0.02749650298
479	0.02748708599
480	0.02746625114
481	0.02745175435
482	0.02743639522
483	0.02742817238
484	0.02742406379
485	0.02742320832
486	0.02741473735
487	0.02740013102
488	0.02740005662
489	0.02739520155
490	0.02736208246
491	0.02735220662
492	0.02734784976
493	0.02734775245
494	0.02734552784
495	0.02731817498
496	0.02730909615
497	0.02728558313
498	0.02728428973
499	0.02727946334
500	0.02727159832
501	0.02725023403
502	0.02723241581
503	0.02723190922
504	0.02722259021
505	0.02721123861
506	0.02720747667
507	0.0272071218
508	0.02720560195
509	0.02720285307
510	0.02719909449
511	0.02719003074
512	0.02718995434
513	0.02718672226
514	0.02717873327
515	0.02716730783
516	0.02715097717
517	0.02714665458
518	0.02712589924
519	0.02710464769
520	0.02709739077
521	0.02708714989
522	0.02707382662
523	0.02706674718
524	0.02706033216
525	0.0270560952
526	0.02704307341
527	0.0270427667
528	0.0270390437
529	0.02703201588
530	0.0270261092
531	0.02702590233
532	0.02701865914
533	0.02701755546
534	0.02701333161
535	0.02700354685
536	0.0269896183
537	0.02697242361
538	0.02696699223
539	0.02696369941
540	0.02694942172
541	0.02694389071
542	0.0269328371
543	0.02692587316
544	0.02691368004
545	0.02690586959
546	0.02690581602
547	0.02689870001
548	0.02689733077
549	0.02689432516
550	0.02689427572
551	0.02689424745
552	0.02688818824
553	0.02688231422
554	0.0268756891
555	0.02686002943
556	0.02685420067
557	0.02683760621
558	0.02683520835
559	0.02682718183
560	0.02682282152
561	0.02679969582
562	0.02679011813
563	0.02678296368
564	0.02677033169
565	0.02675375372
566	0.02675063049
567	0.02673724518
568	0.0267319296
569	0.02673184379
570	0.02672064461
571	0.0267071805
572	0.02669256909
573	0.02667555624
574	0.02666256207
575	0.02664865847
576	0.02664550803
577	0.02663831292
578	0.02663239687
579	0.02663218812
580	0.02662532465
581	0.0266235923
582	0.02661250851
583	0.02661015266
584	0.02660362238
585	0.02659424862
586	0.02658750053
587	0.02658347102
588	0.02658217334
589	0.02656348153
590	0.02655252613
591	0.02651562811
592	0.02651201058
593	0.02650484269
594	0.02650212437
595	0.02649843663
596	0.02648690948
597	0.02648087801
598	0.02646707518
599	0.02646083855
600	0.0264604237
601	0.02645834173
602	0.02643477948
603	0.02643045706
604	0.02642743896
605	0.02641992197
606	0.02640782437
607	0.02640738754
608	0.02640593098
609	0.02640558926
610	0.02639766525
611	0.02638852098
612	0.02638088236
613	0.02637465374
614	0.02636351624
615	0.02635831362
616	0.02633742515
617	0.02633709282
618	0.0263328065
619	0.02633169594
620	0.02632862611
621	0.02632698014
622	0.02630683274
623	0.02630335863
624	0.02629790689
625	0.02626965096
626	0.02626915019
627	0.02626173194
628	0.02625515475
629	0.0262516835
630	0.02624910798
631	0.0262181504
632	0.02621799862
633	0.02619667379
634	0.02619112092
635	0.02618620567
636	0.02617612288
637	0.02615245562
638	0.02614988732
639	0.02614563493
640	0.02614151569
641	0.02612937479
642	0.02611684682
643	0.02611628965
644	0.02611029844
645	0.02609328573
646	0.02609114223
647	0.02608124601
648	0.02606567403
649	0.02605872857
650	0.02605737057
651	0.0260490493
652	0.02603194013
653	0.02602671286
654	0.02601468339
655	0.02600280057
656	0.02599015458
657	0.02598327309
658	0.02597485326
659	0.02595217354
660	0.02595186296
661	0.02594308141
662	0.02593629719
663	0.02592827177
664	0.02592164473
665	0.025900976
666	0.02588544846
667	0.02587178991
668	0.02586882095
669	0.02586468809
670	0.02585975257
671	0.02585917966
672	0.02585572297
673	0.02585128445
674	0.02583923257
675	0.02582277618
676	0.02581530438
677	0.02581315642
678	0.0258046972
679	0.02579823125
680	0.02579399178
681	0.02578217842
682	0.02577117153
683	0.02576728269
684	0.02576007275
685	0.02575385717
686	0.02574292356
687	0.0257337495
688	0.02572961765
689	0.02571828323
690	0.02571599713
691	0.02570097522
692	0.02568787226
693	0.02568622474
694	0.02568298815
695	0.02567525399
696	0.02567050174
697	0.02566483611
698	0.02566264854
699	0.02564266345
700	0.0256421432
701	0.0256238642
702	0.02561111159
703	0.02560031832
704	0.02559532117
705	0.02559069161
706	0.02558447706
707	0.02558353839
708	0.02557614609
709	0.0255703329
710	0.02556369305
711	0.02555801036
712	0.02555317908
713	0.02554378084
714	0.02553592655
715	0.02552642229
716	0.02551878104
717	0.02550574534
718	0.02550266214
719	0.02549453666
720	0.02549098621
721	0.02549002258
722	0.02548640897
723	0.02548632281
724	0.02548624384
725	0.02548242613
726	0.02548226837
727	0.02548210216
728	0.02546171798
729	0.02544224668
730	0.02544207606
731	0.02542935545
732	0.02542801818
733	0.02542388345
734	0.02541620081
735	0.02541348015
736	0.02541039255
737	0.02540754932
738	0.02539972491
739	0.0253957598
740	0.02538610609
741	0.02538065637
742	0.02537487649
743	0.02537003251
744	0.02536766293
745	0.02536542882
746	0.02535332393
747	0.02534495856
748	0.02533274581
749	0.02531725636
750	0.02530823468
751	0.02530107568
752	0.02529875935
753	0.02529278508
754	0.02527336721
755	0.02525947711
756	0.02525835926
757	0.02524533377
758	0.02523194177
759	0.02522689427
760	0.02521450406
761	0.02520774369
762	0.02520041793
763	0.02519701338
764	0.02518878413
765	0.02518710657
766	0.02518691941
767	0.02517435611
768	0.02517340612
769	0.02517334843
770	0.02516129195
771	0.02515982367
772	0.0251589552
773	0.02515320343
774	0.02514297121
775	0.02513945475
776	0.02512293247
777	0.02511933427
778	0.02511282101
779	0.02510570932
780	0.02510188073
781	0.02510008625
782	0.02509877257
783	0.02509376104
784	0.02508077144
785	0.02507740982
786	0.0250731924
787	0.02506195858
788	0.02505843714
789	0.02504973833
790	0.02504172323
791	0.02503700176
792	0.02502625264
793	0.02502011942
794	0.0250106784
795	0.02500592308
796	0.0250016207
797	0.02499852631
798	0.02499851809
799	0.02499593629
800	0.02499085515
801	0.02498727261
802	0.02498497586
803	0.02498291466
804	0.0249810007
805	0.02497175638
806	0.02496098516
807	0.02495393791
808	0.02495325614
809	0.02494153455
810	0.02492918704
811	0.02492693447
812	0.02492343048
813	0.02492342353
814	0.02492040963
815	0.02490977177
816	0.02490498254
817	0.0248986608
818	0.0248809255
819	0.02487535996
820	0.02487211957
821	0.02487124682
822	0.02486378398
823	0.02485760692
824	0.02485261027
825	0.02484742144
826	0.02483904527
827	0.02482648298
828	0.02481810335
829	0.02481622632
830	0.02480865069
831	0.02479987821
832	0.02479246645
833	0.02479116122
834	0.0247868601
835	0.02478392345
836	0.02478275235
837	0.02478129871
838	0.02477041619
839	0.02477011384
840	0.02476208339
841	0.02475830263
842	0.02474731308
843	0.0247313827
844	0.02471323737
845	0.0247114639
846	0.02470742841
847	0.02470399989
848	0.02470074858
849	0.02469880465
850	0.02468795128
851	0.02467391281
852	0.02466374157
853	0.02466234629
854	0.0246577633
855	0.02465653071
856	0.02465466945
857	0.02465228414
858	0.02464960387
859	0.02464450582
860	0.02462952874
861	0.0246285715
862	0.02462550035
863	0.02461617967
864	0.02461470751
865	0.02461206038
866	0.02460049362
867	0.024582978
868	0.0245809929
869	0.02456714658
870	0.02456362759
871	0.0245532749
872	0.02454849511
873	0.02454826804
874	0.02454557919
875	0.02454283104
876	0.02454043814
877	0.02453732034
878	0.02453686611
879	0.02452780596
880	0.02452429589
881	0.0245090263
882	0.02450553758
883	0.0245055295
884	0.02449631412
885	0.02448753908
886	0.02447941898
887	0.02446720326
888	0.02445604223
889	0.0244525681
890	0.02445081062
891	0.02444312352
892	0.02442880946
893	0.02442439515
894	0.02441250622
895	0.02439740593
896	0.02439362766
897	0.02439137091
898	0.02437963796
899	0.02437934557
900	0.02437879035
901	0.02437389286
902	0.02437251315
903	0.02437163556
904	0.02436950201
905	0.02436371927
906	0.0243586936
907	0.02435131306
908	0.02435064554
909	0.0243426986
910	0.02434261097
911	0.0243425584
912	0.0243424385
913	0.02433317695
914	0.02433071095
915	0.0243255922
916	0.02432338743
917	0.02431433984
918	0.02430845944
919	0.0243071611
920	0.02429952745
921	0.02429572176
922	0.02428910623
923	0.02427650216
924	0.02427443284
925	0.02427416432
926	0.02426763778
927	0.02426289795
928	0.02424361268
929	0.02423727333
930	0.02422686693
931	0.02422260118
932	0.02422121185
933	0.02421444537
934	0.02419577407
935	0.02419494248
936	0.02419267809
937	0.02418839844
938	0.02418716287
939	0.02418329593
940	0.02417847456
941	0.02417280945
942	0.02417179052
943	0.02416719008
944	0.02416316472
945	0.02415757235
946	0.0241424328
947	0.02413912631
948	0.02413196873
949	0.02412063477
950	0.02411242369
951	0.02410779722
952	0.0240951227
953	0.02408901179
954	0.02408297663
955	0.02408117094
956	0.02407933546
957	0.02407802196
958	0.02407667787
959	0.02407445612
960	0.02407427479
961	0.02407269907
962	0.02407239625
963	0.02407189888
964	0.02406237721
965	0.02405961157
966	0.02405952112
967	0.02405034162
968	0.02403787313
969	0.02402508113
970	0.02402129523
971	0.02401600131
972	0.02400408605
973	0.02399608143
974	0.02399507008
975	0.02399267672
976	0.02398533274
977	0.02397986627
978	0.02395913365
979	0.02395460039
980	0.02395169584
981	0.0239498292
982	0.02394420513
983	0.02393681239
984	0.02392794457
985	0.02392188456
986	0.02392116344
987	0.02391773359
988	0.02391442585
989	0.02391137552
990	0.02390397193
991	0.02390050502
992	0.02390041769
993	0.02389870194
994	0.02389457712
995	0.02389306928
996	0.02389018616
997	0.02388430525
998	0.02388422413
999	0.0238807141
